,Comment,AuthorName,AuthorChannelId,PublishedDate,LikeCount,toxic,severe_toxic,obscene,threat,insult,identity_hate
1660,Arii BC jail ko Oyo bana diya🤣🤣🤣,GRooT núbì,UCHuzzvQB96uHz1_abAIvNzg,25-03-2023,1,0,1,1,0,0,0
1661,Baad me mlm hoga ke mms baan gaye jail me,Mr omar Farooq,UCjnJN70vfDMLDIWQi0-pRUg,25-03-2023,0,0,1,1,0,0,0
1662,Aam admi party ko kuch jyada hi fikr ho rhi hai criminals ki,Kamesh Patil,UCWPXPsImCbvvQF8ZMu515Aw,25-03-2023,0,0,0,0,0,0,0
1663,Kitni osam he yr ye,Monster Devil,UC0rRP7roFOXcgDRkN97KbfQ,25-03-2023,0,0,1,0,0,0,0
1664,Oyo Ka fee Bach Jaya ga😂😂.,Rishu Singh,UC7rxdJjnGQfI47vQf4aA1Bg,25-03-2023,0,0,0,0,0,0,0
1665,Yeh saza hume bhi katni h😂,Shriknt Ishda,UC-HUMpAEf6V8D6mPN_AgBJg,25-03-2023,0,0,0,1,0,0,0
1666,"Mms ban sakta Hai starting me, and koi sunne wala bhi nai hoga.",Sadan Gani,UCOj5pXcUaQoWLe8OxfPGuWQ,25-03-2023,0,0,1,0,0,0,0
1667,Vese tou Mila nahi kya pta jail me hi mil jye sxx😅😅,Himanshu Rawat,UC8u2iBU25ExO0e4iny4TdgA,25-03-2023,0,0,1,1,0,0,0
1668,Sex in jail ooooo yessss 😂😂😂😂,beingsalmankhan,UCic1uDOLtPsjb_neSAQxFWA,25-03-2023,0,0,0,1,0,0,0
1669,Agar mei chala gya toh tumhe aana hoga yaar jail 😪,Rudra Sinha,UCHflnNqmTOBGz05oBi4mJcw,25-03-2023,0,0,0,0,0,0,0
1670,Teri le k jail jane ka dil hai,@ pahalwaan,UC0TeNNffbaKTRWhtWYEYGKA,25-03-2023,0,0,0,1,0,0,0
1671,Oyo lite,Jyoti Ranjan Das,UCZH47AwARsCyE5h_FzhVymA,25-03-2023,0,0,0,0,0,0,0
1672,Sex k liye ni balki apna wans age badane ko y kiya gya hai,Rakesh Kumar Soni,UCGGpP67QwLWtM8Xr0LqwBfQ,25-03-2023,0,0,1,0,1,0,0
1673,Aap free ho to btao,lol🙂 guys,UCC3tg0NvbZVDbQTPwK0pypg,25-03-2023,0,0,0,0,0,0,0
1674,Baby app itna clear le social media pa yaa sab kasa bol leta ho,FAN: anand bhardwaj,UCEbZsaMyHdgw1YOhKwB33ng,25-03-2023,0,0,1,0,0,0,0
1675,Agar patnar sarkar provide kare tho main jail jane ko tayar hun..,Abhishek Biswas,UCcQ6Eu0UPUemdAcPCmRzR8g,25-03-2023,0,0,0,0,0,0,0
1676,Sex karege,Suri Harshul,UCyzfkVZ7pShIs9E_67mANbg,25-03-2023,0,0,1,1,0,0,0
1677,Sidha sidha bol raha hoon main single hoon😂😂,Aaka,UCX7g8gv_skyWeqng5m1pz9g,25-03-2023,0,0,1,0,0,0,0
1678,Punjab pe kya chutiyapa ho raha hain in brasta chariyo ko goli maro,Tintoretto,UCStnablNGxsJairKUAHOOMQ,25-03-2023,1,0,1,0,0,0,0
1679,Loioooove u siiya,d “eepmal” sahgal,UCvaGIlkWilwhU9pxagc_xRw,25-03-2023,0,0,0,1,1,0,0
1680,Jh@ntey na ch@chi batein uchi uchi,Vitamin Protein,UCSChFCl43nXNVVuQYd8hSNQ,25-03-2023,0,0,0,0,1,1,0
1681,Jail to jakar aa bhe gya ab ni jaaana,Ronny,UC5cKFsO6UzMlYlQMJQZjq6A,25-03-2023,0,0,0,1,1,0,0
1682,Hilane ke liye milega kya private room + VR box ?? 😁,Abhinav Thakur,UCO779bQlIkHOUHvWvSZpw1Q,25-03-2023,1,0,0,1,0,0,0
1683,Tu single hi marega 😂❤,alone guy,UCu4e5s5ZBdrGIEWl0maOIvw,2/4/2023,0,0,0,0,0,0,0
1684,Kbi bina porn ki example diye directly kuch bta diya kro,Abhinav Jha,UCpPzEZCzBImbitvofHEVULw,25-03-2023,0,0,0,0,0,0,0
1685,Ladki Bhi Provide Krane Lagenge Kuch time baad😂,Harshit Mehrotra,UCJFNhlLtHioFSFXGLlHFRsA,25-03-2023,0,0,1,1,0,0,0
1686,Abhi to Punjab mai ja kr banda marna padega phir poolse ayegi poolse,Prashant_tewatia_001,UCXMgZzjk2D3JYRgLdMrd_CA,25-03-2023,0,0,0,0,1,0,0
1687,Chlo jail 😂,Ajay Kalyana,UCczB59iP9wVKFqgIwiUMFkQ,25-03-2023,0,0,0,1,1,0,0
1688,Jail me kaidiyonko zyada hing khilathe hai khane me tha ki kaidiyonko sx mood na aa jaye...,South ⬇️ to North ⬆️,UCorPl65wtB2l1nRo0Os0sMA,25-03-2023,0,0,0,0,0,0,0
1689,Jail authorities personal room mein camera laga denge 😂,Lokesh Sharma,UCX9AAFwHATyfIi-DX475ZmQ,25-03-2023,1,0,1,0,0,0,0
1690,Bahut se log sex karne ke baad jail jaayenge 😂,Lala Patanwar,UCcD8qLiai0WVswaQDrqMyDA,25-03-2023,0,0,0,0,0,0,0
1691,Humko toh koi khabar nhi hamare state mein ye sabb bhi chalra hai 🗿💀,Kalxsi.gaming,UCs3K5Q2KMO9hHqefAUGRpxw,25-03-2023,0,0,0,1,0,0,0
1692,Sabhi singles ke liye jail me Russian ka intezam hona chahiye 😂😂,Ganesh Kamble,UCh42z3vKD2FQP9g50Drf6Ww,25-03-2023,0,0,0,0,1,0,0
1693,Tu apni maa bhn ko bhej de singles ke liye,K,UC1FWKz40UXBo2-sheQPwEkw,29-03-2023,0,0,0,1,0,1,0
1694,"Nhi tu apni maa , bhn ko bhej de singles ke pass",K,UC1FWKz40UXBo2-sheQPwEkw,29-03-2023,0,0,1,1,0,0,0
1695,Bhai kitni pyaari hai iski eyes,Ashish Kanojia,UC0Hz_tw6mYxl-iv6yJwoQfg,25-03-2023,0,0,0,0,1,1,0
1696,Hum singles k jail me jaake kare to kare kya bole to bloe 😂ky,shoaibpathaan,UCAxhZ9Oc2pXNXKLhhvU2ldg,25-03-2023,0,0,0,0,1,0,0
1697,Sex karte hoe pakde jane bad jail,Krushna Bhosle,UCMZ4KNWDN8SmizUH1sLgAdQ,25-03-2023,0,0,0,1,0,0,0
1698,Aisa hai to mai chal🤡a jail 😂,Tushar bk,UC6VgaLQJncDfdPN9d2l3IWg,25-03-2023,1,0,0,0,1,0,0
1699,Akele kediyo ke liye quality muth ki bhi suvidha ki jaye alag kamre me,Intelligent akt,UChJcFt5jqXV59L7UIbLX-cw,25-03-2023,1,0,0,1,0,1,0
1700,Single he bhai hat se kam chalyenge😂<br>Vese tu kese karti ho 😅,Sahil Royal Gaming.......,UC574-BCuZYkUR5carEHVzqg,25-03-2023,1,0,0,1,1,0,0
1701,Hn ye bhi krlo 👏👏👏,meravichandra9,UCQd7t2StWtYgIX8j0QuHixA,25-03-2023,0,0,0,1,0,0,0
1702,Sex girl 😂😂😂,Ishant Dewangan,UCZXxJD7RXVSM43kY7vcZdyA,25-03-2023,0,0,0,1,0,0,0
1703,Ooooooooo kitne awesome ha yarrrrrrrrrr,Pagal Londa,UCuFL-kStH7uj6yK45InqTrw,25-03-2023,1,0,0,0,0,0,0
1704,Deepak kalal soch raha hai 😂,Safa Bolt,UC8dt3awgGK0JYWIhLzLjsgw,25-03-2023,0,0,0,0,0,0,0
1705,Is ladki ki shakal mere class ki ek ladki se milti jai jiska name hai neelakshi🤔,Vishal Kumar,UC1eBZVVcIUd6b-8UTe7fZyg,25-03-2023,0,0,1,0,0,0,0
1706,abe bc jab apni partners ke sath hi karne ko milega toh jail jayenge hi kyuu.........!!,Rengoku,UCe4v1LGyVmfcDfdam5g6wfg,25-03-2023,0,0,0,0,0,0,0
1707,Amritpal ki to mouj hogyi 😂,Archit kumar,UCNwBE96YmhEn8ZBDPpMOzjA,25-03-2023,0,1,0,0,0,0,0
1708,Thoda khaa pile behen,Kamal joshi,UCPJrIEs25RsNZjUdkVSxteA,25-03-2023,0,1,0,0,0,0,0
1709,"Fir jail ka mtlb hi kya reh gaya, saala jail me chut bhi mill rahi h or free khana bhi orr chahiye hi kya mard ko bd chut or khana milta raha bhot h",Pradeep Yadav,UCqyQ8ROi6xYDdou48Ctb_8A,25-03-2023,0,0,1,0,0,0,0
1710,sex karenge wo bhi thumhe 😂✌🏻,Cyborg gaming,UCsSqBsOG9s0YXfmJz1KBwTg,25-03-2023,0,0,0,1,0,0,0
1711,Kya aapne kabhi s3x kiya hai,Zone of GAMES,UCOvtn0f9tyL4MdP7eCbfCMg,25-03-2023,0,0,1,0,0,0,0
1712,Tum ky kra ga vo bta,Ranjeet.singh.,UCTE4kHHKGYwacESgySuJrQg,25-03-2023,0,0,0,1,0,0,0
1713,Sex karne ke liye paisa leke hotel chale jaoga jail q jaoga 😂 or koi q jayega 😮,Aao Sekhte Hai,UCwxJLpDGSZLV2CQZg1j64fw,25-03-2023,0,0,0,1,0,0,0
1714,Tere se badi harami nari aaj Tak ni dekhi re afsos hota hai tere maa baap ke liye,Nilesh Pawar,UC9i6qYUKkY43XR7oWI4tJOw,25-03-2023,0,0,0,1,0,0,0
1715,Mai toh chla,AYUSH0008,UCl7f_CuhZ5kuka0q8Dac_Mw,25-03-2023,1,0,0,0,0,0,0
1716,But uske liye  bndi honi jaruri h🥲,Tanuj Verma,UCYsKpiFqYKO-AbOL2WJZA7A,25-03-2023,0,0,1,0,0,0,0
1717,Aisa majak mera dost bhi kar ta tha bohot<br>Bhagwan uska atma ko santi de 💀,Mr. Reacts 2.0,UCkxUbYQMs9e0fNSJFoVcwuw,25-03-2023,0,0,0,0,0,0,0
1718,Vah Jindagi to Unki hai😂😂,Manoj Mohanty,UCQOL6sA1YqVXuwZFvaG94mQ,25-03-2023,0,0,0,1,0,0,0
1719,Yah sab ke liye didi aap kaun sa book padhte ho 😅,Kaushik Biswal,UCYaikQQTwjDOR3xR0TsfQnQ,25-03-2023,0,0,0,0,0,0,0
1720,Hat hi mera sathi 💪,Orgin,UCAhTT_XqzUHpc7V8IwiO0VA,25-03-2023,0,0,0,1,0,0,0
1721,bhag chapri,The Architect,UC8Ffq7FFVElbCChvf8O6Nlw,3/4/2023,0,0,0,0,1,0,0
1722,@JAI SHREE RAM🚩🚩 gay sex 🙂,غوتاما,UCJGDfSIf5eEDziXKfsPyeQw,29-03-2023,0,0,1,0,0,0,0
1723,"Madam ji aao kabhi punjab,<br><br>Ye cheez bina shadi waLe boht pehLe se karte aa rahe h,<br><br>Or abhi bii karte h,<br><br>Infact maine khud us Ladki ke sath night spent ki, jisko apne friend ke Liye Le gya tha (was 3some actually)....<br><br>OnLy Money required !!",PureLy EthicaL !!,UC5L2GmWTM9HSDH7utej-Y7A,25-03-2023,0,0,1,0,0,0,0
1724,Jail me police wale live porn dekhenge,Gaurav Malik,UCDAkuP9igWw1tIRIItRKUyw,25-03-2023,0,0,0,0,0,0,0
1725,Ham to pahle Army mein jana chahenge sex to hota rahega FIR bad mein,its solzers sahir,UCW0aOvWM-LagJIh2k8Kyqyg,25-03-2023,0,0,0,1,0,0,0
1726,Oyo wale ka dhandha mar kha jayega😂😅,Khumendra Sahu,UC9XD0goh0yeozYFgsF06kng,25-03-2023,0,0,0,1,0,0,0
1727,aao bbe jail chale 🫶😝🤣,"YOUCAN'T SURVIVE "" A""",UCZEuPwB77ORxWa-3XCYAy9g,25-03-2023,0,0,0,0,0,0,0
1728,Koi chut m hathiyar ghusa k lee ayegi toh 😅😂😂😂,nikhil jaiswal,UCX2m0DKosh1Zot6X7JmsA0Q,25-03-2023,0,0,0,1,0,0,0
1729,Jail Jawnga😂,HBTMUSIC,UCX3cuX3ootzXB7nKzdViq3A,25-03-2023,0,0,0,1,0,0,0
1730,Inh dono ladkia ki skl dekh ke lgta h kitna figerning krti h...skl bese hi  ho gyi,BarBaad🤣zindgi,UCYA7HUSl1KNeIf_riixGSCg,25-03-2023,0,0,1,0,0,0,0
1731,Vo to camera bhi laga sakte hai na 😅😅,Vishal,UCOtQtGnPvhRlOTW5EoZ5H1Q,25-03-2023,0,0,0,0,0,0,0
1732,So Oyo has a new tie-up,Deepak.,UCsSEbJaeW-WnfiRNrqs_KOQ,25-03-2023,0,0,1,0,0,0,0
1733,Bhenchod honeymoon point bana diya jail ko 😂🤣,Gursewak singh,UCtQoz6LhDk1sgUGmQGUR9Ng,25-03-2023,0,0,0,1,0,0,0
1734,Jail Kam nahi pura Kam karrnge😎😂,Michael,UCAdwno5lD9X6MCql8UWMclw,25-03-2023,0,0,0,0,0,0,0
1735,Kya single prisoners ko bhi milega?🙂,Sahil Singh,UCpJGMFtgy90d3GtPHu-p_7Q,25-03-2023,0,0,0,1,0,0,0
1736,Agar hum sab jail Chale Gaye toh Hume sex education kaise milegi 😢..😅,Ishaan,UCVJZTkcGOFtNZTeko37bkBg,25-03-2023,0,0,0,1,0,0,0
1737,Achha idea diya s*x in the jail 😅,Aalok Uniyal,UC0sDP3QHm4q_y0p6pPGkejg,25-03-2023,0,0,0,1,1,0,0
1738,Chal chal Gaadi nikal,Boby Roshan Vlogs,UC6x8SASxkd3aryPk1CcQg-Q,25-03-2023,0,0,0,0,0,0,0
1739,Baby room mil rhi.....<br>Who cares kill someone go to jail 💀,Lucifer 08,UCcrmSRqGYu9Hl7XxO2uNSNw,25-03-2023,0,0,0,1,1,0,0
1740,Agle saal se jinko OYO nhi milega woh log jail jayenge to get private space 😂,Anonymous,UCa8bGtxTsyfn1z2CzeEzzVw,25-03-2023,0,0,0,1,0,0,0
1741,Pata nhi mujhe inke video dekhne mein q maaza aa raha hai😂😂,Gaming zen,UCIgCdYRUlraArvnlU-xVvBw,25-03-2023,0,0,0,1,1,0,0
1742,Ab jail jana pdega yha to bhala nhi ho rha kahi waha ho jaaye☺☺,Mirza Ghalib,UCUUwwWTltQbda8YUDOTa3Cg,25-03-2023,0,0,0,1,0,0,0
1743,"Khana, Pina ,Sex....... sab milega 😁",Ajay Hansda,UCDp2-_NLGCUu-T3i7BAMorg,25-03-2023,0,0,0,0,1,0,0
1744,Girlfriend ho to tumhari jaisi khubsurat knowledgeable ❤😢,TrexTusharOP,UCG3alJysyoZdyjvkaMhqx7g,25-03-2023,0,0,0,0,1,0,0
1745,Yrr...aap itni cute 🤍  Jo Jo..mein video mein Kuch sunta hi nahi...bs aapko dekhta rehta hoon...<br>Well  I am 21 year old...if u r single we&#39;ll take chance😊😂,RAJ DEV NATH,UCEXSLWT_J13NaPkXEXNdsjQ,25-03-2023,0,0,0,0,0,1,0
1746,Jail Jana nhi or sex milta nhi,Amrit 25,UCMAwVURGGikEDwrDwj8s7CQ,25-03-2023,0,0,0,0,1,0,0
1747,Kitni cute ladki hain yaar 😊😊,Anu shiya Chaudhary,UCEnvhI87t8XxepeMFeAYxYA,25-03-2023,0,0,0,0,0,0,0
1748,Kya bolte aap fir😗,Game killer,UC_GjN_NE4Q6dMFoDAuUg0EQ,25-03-2023,0,0,0,0,0,1,0
1749,AB MAI JORU KAHA SE LAAU,craze dew,UCfau77bCY20WPn2exdaVFrg,25-03-2023,0,0,0,0,1,0,0
1750,Aa chal chal chal gari nekal gari nekal 😮😮,Priyanshu Saha,UCX9OYzVQQnsUtbO9o0aoEsQ,25-03-2023,0,0,1,0,0,0,0
1751,tumhra sath jauga,Sarvendra Singh,UCUhaH9YrZydpjFH75HN5uTw,25-03-2023,0,0,0,0,0,0,0
1752,Jail me chalo🥳🥳,Jonathan Swift,UCvyN-bI-SgF4fEJUZOi1PQQ,25-03-2023,0,0,1,0,0,0,0
1753,Sabse Pehele teri maarenge 😂😂😂,Almaas Raja,UCxG00Rkv4-m4cHb0ECIADXg,25-03-2023,0,0,0,1,0,0,0
1754,Apka bf Kitna lucky hoga 😢,Dinesh Behera,UCQW8Vg_UadfC820cHdoh7NA,25-03-2023,0,0,0,1,0,0,0
1755,Ap dedo bas yehi lgta ka goal hai,Respect,UCLl75yTpviMbLXjAVBThhSQ,25-03-2023,0,0,1,1,0,0,0
1756,Hn. Chal malum  h apne baap ko mt sikha,Paras Yadav,UC_8tCa5XXd7crSCfEc4vQTw,25-03-2023,1,0,0,1,0,0,0
1757,Maam pussy ke bare me bhi btao 😂😂 har video me dick dick kahe ki sexsiksha😂😂😂,nobody for now,UCkqBx-6tHklbMDQ7eS5UT2g,24-03-2023,0,0,0,1,0,0,0
1758,Pahle sex karenge😂,Suraj Gurung,UCNJetnY0a1DekXpBg2Nhh7Q,24-03-2023,0,0,0,1,0,0,0
1759,Wife hi kyu gf k saath koi gunjaaish?😢,Geek Sahid,UCAZZbqd9IPtsuAulIQbgLBQ,24-03-2023,0,0,0,0,0,0,0
1760,Is ladki ko koi acha sarkari ladka to milega nhi ab😂😂,ROJGAR WITH AKKI,UCklnu49MmKBFqcbm-HGUN1w,24-03-2023,0,1,0,0,0,0,0
1761,Aap ke anusar Ab jail ko kothe me badaldiye jayenge😂😂😂😂😂😂😂,Ram Bahadur,UC0DUbcawFXQ6RTLRGUWmfHw,24-03-2023,0,0,0,1,0,0,0
1762,Apko bhut pta ha 😅😅,M K GAMEING,UCF59zDTHj_lAHFPaHfJYcOg,24-03-2023,0,1,0,0,0,0,0
1763,Wah!!! Jub jub jeeyo,Nik Math,UCIrabfwvWv9IX9m2WhwanTw,24-03-2023,0,0,0,0,0,0,0
1764,tu mil ja bass 1 bar,Different Think,UCVkwWBVzPuVtPnczAy_Fc6Q,24-03-2023,0,1,0,0,0,0,0
1765,Jail ke bad koi aana to chahiye 😢😢😢,Arkesh SHORTS,UCkC2eL-GzaRuAqcdR4_kSWg,24-03-2023,0,0,0,1,0,0,0
1766,Jail jaunga bcz main daaku ek number da....,vinayak shahdeo,UC4fpAUfbajtY3RMmQL58Q0g,24-03-2023,0,0,1,0,0,0,0
1767,Sex krne wale time ko quality time spend kyn bolte hain... Ye word England se aya ya US se..  mtlb kuch bhi yaar.,ABUL JAISH AHMAD,UCl3jUncXrgIVRS6Vry81oYQ,24-03-2023,0,0,1,0,0,0,0
1768,Search to ni krte bt idea dedia😂😂,Aesthetic Sameer khan,UChCPe-llBGBRQuLscvMgENw,24-03-2023,0,0,0,0,0,0,0
1769,Mein toh pehle sex karunga fir ye mujhe jail pahunchayegi,All About Hindi  ‼️,UCgf7a_hn3vBAVRmkPLlaF6A,24-03-2023,0,0,1,0,0,0,0
1770,Kyaa matlab leni nhi deni padegi 😮,Pratikpromax Gaming07,UCql4p9eSnfgf_C7-fc9meJw,24-03-2023,0,0,1,1,0,0,0
1771,Sbki biwiyo ko pehle police vale hi kutiya banaakr chappal maarenge 😂😂😂😂,Raj Verma,UCCywA8SO1RBB8qXeboUB1aA,24-03-2023,0,0,0,1,1,0,0
1772,Aap bahut cute lgti ho😊,Arya the unlucky,UCq4CRFPhxLSIz4rnP6ScNUA,24-03-2023,0,0,1,0,0,0,0
1773,Apse pyar ho gaya h shiksha,Sunny verma,UC1C5-Z1AIAiWqbGzS9kspdA,24-03-2023,0,1,1,0,0,0,0
1774,Once a RANDI always a RANDI 😂,High Clutches,UCEmVoUsS9BTl8I_-4fiW61g,24-03-2023,0,0,1,1,0,0,0
1775,Mai jail me hi hu,Anurag,UC1Ej7TAhNvlBM8_rFN8Nk8A,24-03-2023,2,0,0,0,0,0,0
1776,Aapke saath karna hain 😢,ad vlogs,UCJat0ZIkXlWktqjadDj5Phg,24-03-2023,0,0,1,1,0,0,0
1777,Merko jana padega 😁😁😁😁,Uranium 235,UC6VKe87MYoffmiukP7IeaUw,24-03-2023,1,0,0,0,1,0,0
1778,Unn prisoners ka kya jo wife beating ke case mei andar hai,Tamim Hassan,UC82JHMl8iHgyuJNLVK6Hftw,24-03-2023,0,0,0,1,0,0,0
1779,Ye ek biggest Step he or boht ache decisn he ...❤️❤️,Bibhash Podh,UCG_t0lo_dZNspxnssyun_yg,24-03-2023,0,0,0,0,0,0,0
1780,Abe tujhe sex se itni problem kyu hai,Aayush Edit,UCX1ROHVpPFaY2dMj7Ufew0A,24-03-2023,0,0,0,0,0,1,1
1781,Sex ke liye jail to kabhi nhi jaunga 🙄,Singhoustic,UCD6LsyNeE4DIDTt0CENPIyQ,24-03-2023,0,0,0,0,0,1,1
1782,Jail ka dar kam ho jaayga ab criminals ka,Mihir,UCkLTZyIEt9EuYxBMNpTr-mQ,24-03-2023,0,0,0,0,1,0,0
1783,Apka phela sex kis age mein hua tha,Devansh Sharma,UCDu4oCU6DTn6kXf-Wugu-0w,24-03-2023,0,0,0,0,0,1,0
1784,Shi hai koi dund do partner phele,Devansh Sharma,UCDu4oCU6DTn6kXf-Wugu-0w,24-03-2023,0,0,0,0,0,1,0
1785,Tumhe saath karunga❤,Ddd,UC8aTJuy5AIMOOGQITHcP1SA,24-03-2023,0,0,0,0,0,1,0
1786,Pahli baat to mai singal hu 😢,Prakash Mandle,UCUfUFPH-mO-hjmnStdcd1kQ,24-03-2023,0,0,0,0,0,0,1
1787,Jail joge <br>And the She said :- Chale mat jana 🤦🏻‍♂️,Btw aashiq,UCag-1crNHgr_XCjFN7bp8-w,24-03-2023,0,0,0,0,0,0,1
1788,Aaji ghanta mera idar koi mil nehi rahi or udar kediyo ki alag hi moj chal raha hai,DeatH,UC5Id6HkK7RVUSBF9FtBdwUA,24-03-2023,0,0,0,0,0,0,1
1789,Ladki ka naam ya insta id ?,Om Prakash Mohapatra,UCFdfY58q41J6D9cDkDzs3LQ,24-03-2023,0,0,0,0,0,0,0
1790,Phir to telegram pe video hi video hoga,Priyanshu,UCeBbUCZh4nMD6WML1BlOJYA,24-03-2023,5,0,0,1,1,0,0
1791,Mere ko bhi add kr,Bonojit Deka,UCIBnoAiok_2h-NUTrkhIhBg,25-03-2023,1,0,0,1,1,0,0
1792,Moje jail me ajna hai bas wife apke jesi ho 😁😁😉 will you be 😘,Kartik mishra,UCKcK5UZ5bHKiB1-Mx6QY_CQ,24-03-2023,1,0,0,0,0,0,0
1793,Aap dogi kya,Harsitoo,UCgDzQuyOPjgt2y5IGRrVsZg,24-03-2023,0,0,1,0,0,0,1
1794,mai modi ji se request karta hu please es laundiya ko uthwa lo sala iski video dekhta hu turant website p pahunch ke dan dana dan mar leta hu,karn singh,UC8wDNlZsLSQFVOXIi-RxKKw,24-03-2023,0,0,0,0,0,0,0
1795,Sabse phle paisa kamaunga 🗿,HARSHIT KUMAR,UCZiXUuIjw3oDqUg0UIzX3aQ,24-03-2023,1,0,0,0,0,0,0
1796,Pols aa gye pols 😂😂,pluton,UCluSvz2rS1sgq8d-AZ_Gqlg,24-03-2023,24,0,0,1,1,0,0
1797,Pehle MBBS karunga 🗿,M D,UCMC9oCIz4DSL-aBs4Z6WH0g,24-03-2023,13,0,0,1,0,0,0
1798,Usase kya hoga<br>Mai to kar bhi rha hun😅,Ajay Kumar,UCrF0DNAc72clSSC7Ip1sxGQ,27-03-2023,2,0,1,0,0,0,0
1799,Jaha aap aao wahi chlegye jayege,TARSEM,UCG6kv9XUYWXzxnSnbh4eCAQ,24-03-2023,0,0,0,0,0,0,0
1800,room mein cameras hain?,THE AMAZING SPOODERMAN,UCu1uNpZNlxjA1rsmEzyjGnA,24-03-2023,1,0,0,0,0,0,0
1801,Aaow kavi habali pa akela pata sal jayaga ki ma pehale sex karunga aur jil jaunga ok😏,Chandan Kalita,UCDCcY0wcHpkYQkBPPGU30aA,24-03-2023,0,0,0,1,0,0,0
1802,Apni krni dusare pe mat thop....tu khud search krti hai &quot; sex in jail&quot; aur vibrator chalati hai.,knowing things,UCIUtOhvqS5nBdqwgjs35lfg,24-03-2023,0,1,0,0,0,1,0
1803,nii jaunga do to shiii 🤤🤤,u s gaming,UCiKJmf2bQpI7F_eUEfN3cEw,24-03-2023,0,1,0,0,0,0,0
1804,Are bc yeh Par Search kar kon rha hai? 💀,Ghost,UC2HpK-F0cwZ8RB9SNd8eBJg,24-03-2023,0,0,1,0,0,0,0
1805,Aap aur ham sath m karsakte h kya 😅,Amaan Rajput,UCnBtcfPMiVe5wkzRRPHdZGQ,24-03-2023,0,0,0,0,0,0,0
1806,Mai Punjab se hun par Maine ab Tak Aisa nai suna 😂😂😂😂 aap se hi pta lga,Sikander Pal,UCe3fZOJyvroRqL7pihKBdkA,24-03-2023,0,0,0,0,0,0,0
1807,Chalo bhagwant maan zindabad bc 🤟🤟😂,A-Dey,UCaSxoPs6IO7SMVStHM8wsag,24-03-2023,0,0,1,0,0,0,0
1808,tum milogi to mai jail to kya jahnum me v chla jau,Shubham Singh rajput,UCwGqK6h_xGK82KaA1NKSvmw,24-03-2023,0,0,0,0,0,0,0
1809,App ka Batana ka bad ab search kar raha houn sex in jail,Mohsindon,UCg7R060LDUgLLiUA5xuQ_gg,24-03-2023,0,0,1,0,0,0,0
1810,Punjab ch eh kuj v hon lg gya 😂😂,10xGURU,UCge7ug1_hgKWWpkf5juRCPA,24-03-2023,0,0,0,0,0,0,0
1811,Kitni awesome hai yrr,shreeyansh,UCD7JyxiVHoOMFOiBUrnI8xw,24-03-2023,0,0,0,0,0,0,0
1812,Yrr ye kitti awsome hai yrr 😍,Atharv munde,UCQl6QpHs_hJcByLYambQDvw,24-03-2023,0,0,0,0,0,0,0
1813,U look like Jenna Ortega and ur really cute and pretty,is anime tech,UCQyC2UK7wu19O5pfctVYkhQ,24-03-2023,0,0,0,0,0,0,0
1814,Sath me jail chale kya,Ayush..,UCO7T00DUY400HLXAULn568w,24-03-2023,0,0,0,0,0,0,0
1815,Jail mein milte h fr,amit,UCjcMXON42gC_4KFWy9ZF8fw,24-03-2023,0,0,0,0,0,0,0
1816,Jail h ya randi khana <br>Punishment strict hona chahiye,utkarsh agrawal,UCSPQ8RfxtvTdJ5yCZz9qtqQ,24-03-2023,0,0,1,1,0,0,1
1817,Nahi to aapki video kon dekhega 😅,Rorschach gamer,UC0uhGR1-0uzf8YgGuhJjn6A,24-03-2023,0,0,0,0,0,0,0
1818,Ab etne pyar sa bolna hai to ab nhi jaunga jail,Shubham,UCYpHvLVUGL9RoadEj8pHhyw,24-03-2023,0,0,0,0,0,0,0
1819,Nahi jayege agar gaye to tumhare videos kon dekhega😂,sonu Sisodiya,UCvYfSmynNhXAkZd1xnuAs9Q,24-03-2023,0,0,0,0,0,0,0
1820,Aap mere saath karoge kya 😂,summit Mishra,UC86FTpYE3WFFgqzKf0pTJkg,24-03-2023,0,0,0,1,0,0,0
1821,Or kux. Bhi dedo kediyo ko bc,gaurav mehra,UCYgRQf64wKKuDDdrifyaxlg,24-03-2023,0,0,1,0,0,0,0
1822,Wo kaidi fir bhi ek dusre ki hi lete rhnge. Unhe normal life suhata hi nhi.,Satyam Sinha,UC-ma35b874J7inBY-U_NqGw,24-03-2023,0,1,1,0,0,0,0
1823,Start go gyi bakchodi,Santosh Pandit,UCOoascVT4dATnlzdhzHnqBQ,30-03-2023,1,0,0,0,0,0,0
1824,Nahi pilaunga 🗿,Simon “Ghost” Riley,UCDc2nPcc40355JLvkxpVBjw,24-03-2023,1,0,0,0,0,0,0
1825,Tumari baat tho china ne nhi suni but jailer ne sunli birth rate increase hojaega ab jail me or vo bachee china send karde ge proof ke liye video hogi,Abhinav chauhan,UCZRGZdgob_XEXouWkOEcTmw,24-03-2023,0,0,0,0,0,0,0
1826,to eska link kaha mile ga 😅😅,garage,UCjnzR8PL-HLpb4cEM28zx2w,24-03-2023,2,0,0,0,0,0,0
1827,Sex pehale karungaa me,Jarry Uchiha,UCXcAuDPv-TMUWAb5PFcA4Gw,24-03-2023,0,0,0,1,0,0,0
1828,Me kbi kbhi soch tha hu ista sex ke baare me search krne sey porn open hojathi hogi,Abhinav chauhan,UCZRGZdgob_XEXouWkOEcTmw,24-03-2023,0,0,1,0,0,0,0
